gene_name,annotation,prevalence,lr_auroc_ethionamide,n_train,n_pos,kept_filtered
rpsS,,0.9915,0.498102794241482,1988,992,False
lprI,,0.9975,0.498098001419087,1995,997,False
ylxP,,0.9975,0.4980958973499977,1991,994,False
lipB,,0.9545,0.4980902057652803,1912,971,False
dapA,,0.9925,0.49808894113634145,1985,993,False
vapB5,,0.9815,0.49805506244355163,1963,990,False
lmbE,,0.9955,0.4980414616211324,1990,994,False
vapB1,,0.9985,0.4980216754681715,1993,997,False
dgt,,0.9605,0.49801954354883443,1918,973,False
degV,,0.968,0.4980121249161257,1935,979,False
cobO,,0.9945,0.49801057338745786,1994,999,False
pabB,,0.926,0.4980041913733407,1851,948,False
mazE3,,0.999,0.49800201808233935,1995,996,False
rsuA,,0.998,0.4980015306995902,1993,998,False
vapB51,,0.999,0.4979984989995,1998,999,False
higB3,,0.997,0.4979980100945407,1993,996,False
yiiM,,0.9975,0.49799700305736483,1993,996,False
yggE,,0.9685,0.49799413712029394,1933,977,False
ctaF,,0.997,0.49799398599422817,1991,996,False
canB,,0.996,0.4979904558036911,1988,993,False
cobG,,0.937,0.497988155523131,1870,955,False
bpa,,0.9985,0.49798744932191374,1995,997,False
cyp135B1,,0.9715,0.4979772082497589,1940,981,False
vapB8,,0.979,0.49795431779289623,1958,988,False
rpoZ,,0.994,0.4979287787023649,1989,995,False
vapC2,,0.9995,0.49792463563033795,1995,998,False
yfcH,,0.988,0.4979150610890184,1973,990,False
secF,,0.936,0.4979139263166743,1877,959,False
vapB20,,0.999,0.49789910271354604,1996,997,False
rplS,,0.9935,0.49789790424221936,1994,996,False
eAL,,0.996,0.4978931744729137,1987,997,False
nuoE,,0.9905,0.4978929875213696,1985,996,False
iscU,,0.997,0.4978202876898964,1996,997,False
mmpR5,,0.9825,0.4978080536801488,1965,969,False
mntH,,0.991,0.4978024780933741,1984,993,False
eccB3,,0.9355,0.49779266556443463,1867,955,False
gatC,,0.9915,0.4977906687828649,1986,995,False
menF,,0.9795,0.4977730641345022,1959,985,False
hycG,,0.961,0.497769529665473,1918,971,False
relA,,0.988,0.49771598094768826,1974,990,False
clgR,,0.9985,0.4977115034088277,1993,995,False
khtT,,0.997,0.49770653266331655,1995,995,False
bcpB,,0.9985,0.49769679408596157,1996,997,False
rpsH,,0.993,0.4976916637007798,1989,992,False
rpmF,,0.9885,0.49768071124855046,1983,988,False
cysM,,0.949,0.497663650155942,1897,973,False
lprG,,0.998,0.4976279239324399,1993,996,False
mazE5,,0.997,0.4976200259909557,1988,994,False
vapC19,,0.9985,0.4976145824539399,1995,996,False
vapC45,,0.9545,0.49761116489225526,1908,947,False
esxR,,0.4225,0.49760431968417185,837,448,False
pE5,,0.9505,0.4975933420800996,1897,965,False
mdh,,0.987,0.4975926990514516,1974,994,False
prs,,0.991,0.49758359509781575,1983,992,False
yidH,,0.9135,0.49756641106065275,1824,928,False
fbaA,,0.9965,0.4975388476988755,1992,995,False
vapB19,,0.9885,0.49753421033201256,1975,991,False
atpFH,,0.9985,0.49751919073804324,1992,995,False
cofD,,0.988,0.4975182735994508,1976,991,False
rpsF,,0.9945,0.4975030220762165,1996,998,False
groES,,0.9935,0.49749248503066595,1990,994,False
pemK,,0.995,0.4974874295569374,1988,996,False
pgk,,0.981,0.4974835625246303,1964,990,False
mesT,,0.973,0.4974827561385605,1944,982,False
yaeI,,0.99,0.49748133107588616,1978,994,False
menC,,0.945,0.4974152644055557,1889,962,False
ipdB,,0.9975,0.49740366937298564,1991,993,False
nrdH,,0.997,0.49740032829478054,1993,995,False
kdpF,,0.998,0.4973976008128481,1996,998,False
norV,,0.995,0.49738851754980784,1991,992,False
vapC42,,0.9945,0.4973849202481889,1985,993,False
tgs2,,0.9685,0.4973168767013235,1935,972,False
prrA,,0.997,0.49730969476641723,1993,995,False
sRPBCC,,0.994,0.49726134585289505,1984,990,False
sixA,,0.956,0.4972444495027315,1912,968,False
rplM,,0.991,0.4972417531204409,1987,995,False
ribE,,0.994,0.4972255857601259,1991,996,False
vapC28,,0.9985,0.4972246795894091,1997,999,False
coxG,,0.9945,0.49722202562106305,1989,994,False
sap,,0.9975,0.49721774702659033,1990,995,False
frnE,,0.9975,0.497214308134341,1994,998,False
relG,,0.9985,0.49721274375891494,1992,997,False
mbtN,,0.998,0.4972033807660406,1991,994,False
espG3,,0.9975,0.4972028818792759,1991,995,False
choD,,0.9915,0.49719894548535915,1977,989,False
acpP,,0.9915,0.4971931228724267,1987,995,False
csoR,,0.992,0.4971816702077491,1986,991,False
vapC7,,0.978,0.4971429407896044,1956,987,False
rplI,,0.994,0.4971267865783911,1994,997,False
espD,,0.9985,0.4971158609951165,1989,994,False
vapC35,,0.999,0.4971133279356141,1993,997,False
yvlD,,0.9975,0.49710414805514647,1994,998,False
vapC44,,0.995,0.497094223668869,1988,992,False
rpmE,,0.994,0.49709328992001134,1992,995,False
mce2R,,0.9925,0.49709052074196797,1985,992,False
ssuE,,0.9935,0.49709027836877284,1987,991,False
def,,0.992,0.4970877632360123,1987,993,False
tatA,,0.9925,0.49708725667195514,1987,993,False
coaA,,0.996,0.49703997373803693,1990,995,False
lprP,,0.916,0.497033923638929,1829,910,False
esxO,,0.4155,0.49700533987588397,830,338,False
pE_PGRS44,,0.329,0.49699414649580764,658,301,False
hemA,,0.9845,0.4969532225215163,1974,992,False
clpA,,0.9795,0.49694079633104027,1959,984,False
pQQ,,0.956,0.49693317804565623,1910,968,False
nahD,,0.991,0.49692977080524564,1979,995,False
parB,,0.99,0.4969254032258065,1982,992,False
ideR,,0.996,0.4968926367457875,1986,991,False
pks10,,0.8755,0.4968395725487583,1750,883,False
ppa,,0.994,0.4968026569668845,1993,996,False
glpQ2,,0.968,0.4967958805708107,1933,963,False
sigB,,0.998,0.49679400739984303,1990,993,False
mmpS2,,0.996,0.49678107997099524,1986,991,False
pyc,,0.944,0.4967344409353884,1886,954,False
cysA,,0.9775,0.4967330717281313,1956,987,False
pbpA,,0.9995,0.49672638449589934,1994,996,False
panB,,0.9665,0.4967254547860872,1936,978,False
ldtMt3,,0.9995,0.4967103512740424,1996,997,False
rpmI,,0.994,0.49669078323343624,1991,995,False
vapB47,,0.3625,0.49667209163071346,723,341,False
abiEi,,0.9975,0.49665921004374697,1987,993,False
ctaB,,0.9975,0.49663841635672623,1984,990,False
lppO,,0.996,0.49662952589911336,1989,995,False
mpt63,,0.9985,0.49661990002264866,1989,992,False
ppnN,,0.996,0.49661258555918936,1987,991,False
ydcJ,,0.988,0.49660850777415466,1976,993,False
ptpA,,0.997,0.4966081630344315,1990,996,False
mtrA,,0.998,0.49660743993742995,1996,997,False
whiB1,,0.9975,0.4966070351758794,1995,995,False
bfrA,,0.993,0.49658914460848075,1984,992,False
rpsP,,0.993,0.4965207214399767,1992,996,False
hisH,,0.994,0.4965131337788466,1993,997,False
cpfC,,0.9875,0.49650971761887575,1975,992,False
sugB,,0.999,0.49650002816878736,1994,996,False
ylaK,,0.9875,0.4964923374459659,1974,991,False
rplR,,0.9905,0.49648243348601495,1985,992,False
yfmG,,0.9935,0.49640831873176494,1985,994,False
hrp1,,0.998,0.49639638636648864,1988,994,False
ppro0129,,0.98,0.4963617051881532,1959,986,False
vapB42,,0.985,0.4963616699784732,1966,990,False
prfA,,0.994,0.4963339309613393,1990,995,False
ureB,,0.9975,0.49631326781820156,1996,998,False
cDA1,,0.996,0.49630784444309906,1991,996,False
cysG2,,0.3355,0.49630721746079864,670,393,False
ycaQ,,0.9465,0.49629647885430567,1890,964,False
espF,,0.998,0.4962945619335347,1993,993,False
mec,,0.985,0.49628599015398894,1965,989,False
arfC,,0.976,0.49628573950989413,1951,987,False
vapC41,,0.9945,0.49628162117868496,1986,992,False
manA,,0.987,0.4962709044490978,1976,994,False
mftC,,0.9505,0.49623688056330545,1901,965,False
hupB,,0.9945,0.4962339847814777,1984,992,False
dinB2,,0.995,0.4961686579928849,1988,993,False
cmtR,,0.9425,0.49616355256051875,1880,921,False
pnp,,0.9865,0.49615323149043583,1976,988,False
rsmH,,0.9935,0.4961285299738127,1989,994,False
vapB45,,0.9475,0.4961274680375804,1889,910,False
ftsW,,0.9355,0.49611181598657556,1876,954,False
betP,,0.8785,0.49610690440503774,1756,895,False
vapC15,,0.9985,0.49609633312365936,1992,996,False
gpgP,,0.9955,0.49609514585972775,1985,993,False
lpqV,,0.9625,0.49605725490110786,1918,971,False
rpe,,0.988,0.4960557799096534,1977,991,False
dksA,,0.978,0.49602839540920035,1959,969,False
jag,,0.995,0.49601372270272137,1989,991,False
metXA,,0.9295,0.4960023565056388,1850,936,False
rapZ,,0.991,0.4959849998375726,1985,993,False
ynfA,,0.9945,0.49598444179945594,1988,996,False
cysO,,0.9865,0.4959837511567954,1968,992,False
arc,,0.9985,0.4959663125923957,1993,996,False
ydbS,,0.978,0.4959578142799397,1952,987,False
ppiB,,0.9935,0.49595107519706216,1989,996,False
acoA,,0.992,0.49594688069008314,1983,993,False
amiA2,,0.958,0.49594105157986756,1911,969,False
helY,,0.9615,0.49592677096914384,1919,975,False
esxS,,0.7405,0.49592490543128004,1470,805,False
gatB,,0.991,0.4959196017166548,1987,996,False
ycjR,,0.977,0.4958870696510689,1954,987,False
aofH,,0.9205,0.49588541863810137,1839,911,False
ribBA,,0.9895,0.49587532733876144,1979,988,False
kasB,,0.9935,0.49587372721175543,1984,994,False
dciA,,0.9925,0.49584782681596606,1984,993,False
ppx1,,0.9965,0.4958299562327768,1987,995,False
ephG,,0.993,0.4958141641949574,1980,987,False
mrx1,,0.999,0.49580511022044094,1998,998,False
cnoX,,0.9965,0.49579828973843054,1994,994,False
rpsN,,0.9905,0.49579495048549116,1984,995,False
relJ,,0.9975,0.4957772820204206,1987,993,False
dyp,,0.995,0.49576542417107505,1981,991,False
csdA,,0.984,0.4957156533731992,1967,989,False
vapB35,,0.999,0.49570901459398276,1993,996,False
cobA,,0.646,0.49570090476742834,1291,592,False
exoIX,,0.777,0.4956950521821948,1551,804,False
atpC,,0.9955,0.49568617736570175,1989,994,False
rsgA,,0.97,0.4956685528992879,1943,983,False
rplN,,0.995,0.49566085190244097,1992,995,False
pfkA,,0.9935,0.4956602657232417,1987,994,False
vapB50,,0.957,0.495625318285611,1912,927,False
vapC17,,0.9955,0.49559354116667886,1990,994,False
argG,,0.9755,0.49555503922701427,1955,984,False
ddlA,,0.991,0.49553445202532426,1976,990,False
cadI,,0.9955,0.49549626070114905,1983,992,False
vapB15,,0.996,0.49548600768761614,1987,994,False
argB,,0.987,0.4954820573133301,1976,994,False
ilvC,,0.983,0.49544717283291584,1974,994,False
cyp140,,0.9845,0.49541129327403216,1967,986,False
pduO,,0.9955,0.49540680280957333,1984,992,False
prrB,,0.99,0.4953712971398456,1979,991,False
oprA,,0.999,0.4953241634451092,1992,995,False
metB,,0.997,0.4952906383598912,1988,992,False
mbtM,,0.995,0.4952906230711757,1985,993,False
aac(2')-Ic,,0.991,0.49527393155074984,1981,997,False
rpsB,,0.9765,0.49524647281082623,1958,989,False
cHAD,,0.987,0.49521161362597355,1971,988,False
sufE,,0.993,0.4951835889455565,1987,994,False
qcrB,,0.9955,0.49514979323175234,1989,995,False
ctaD,,0.995,0.49512384080741734,1990,993,False
vapC21,,0.981,0.49511845201141486,1958,973,False
tsaE,,0.9935,0.4951065568807894,1991,995,False
lcp1,,0.991,0.4950915404040404,1982,992,False
stf0,,0.998,0.49509029601366916,1992,995,False
hbhA,,0.999,0.4950506618843292,1997,998,False
yeaQ,,0.997,0.49501915978627964,1994,997,False
nusA,,0.9895,0.49500732725179886,1986,995,False
purM,,0.9945,0.4950031180059292,1991,997,False
rimM,,0.9925,0.49500158767760566,1992,995,False
rbsK,,0.9545,0.4949724883849606,1909,968,False
fbpD,,0.995,0.494902309924126,1985,991,False
argR,,0.934,0.4948494117377507,1869,954,False
alkX,,0.9915,0.4947872587155366,1983,992,False
cutS,,0.998,0.4947773424727333,1997,998,False
proP,,0.982,0.49474013743428413,1966,980,False
sigA,,0.97,0.4947235733048138,1936,979,False
vapC33,,0.998,0.4946896017806165,1992,996,False
asd,,0.961,0.49467632119312643,1924,974,False
tagG,,0.9975,0.4945886530393572,1993,994,False
fxsA,,0.9935,0.4945529056573188,1987,995,False
mut7-C,,0.9985,0.4944593781344032,1997,1000,False
gltA2,,0.995,0.4944536229656712,1989,992,False
nusG,,0.992,0.49445011779218023,1989,994,False
adhD,,0.9585,0.49444720838433887,1915,973,False
mcr,,0.9955,0.4944409547738693,1987,992,False
rpsT,,0.9945,0.49439483107958415,1993,996,False
cwsA,,0.986,0.4943578912579848,1968,985,False
trpS,,0.9945,0.4942877035781316,1991,996,False
menA,,0.9695,0.4942829662750928,1938,979,False
zapE,,0.9945,0.49427135678391954,1985,995,False
mltG,,0.9955,0.4941630491597495,1991,993,False
gpmA,,0.988,0.4941544895903981,1973,993,False
pPE23,,0.9535,0.4941428066844743,1904,970,False
dapB,,0.9915,0.4941042886724689,1989,997,False
cysH,,0.994,0.4939921465437077,1985,996,False
ldtMt1,,0.9985,0.4939154691292132,1993,995,False
ybeY,,0.993,0.4939113823883711,1992,995,False
prmC,,0.9935,0.49391052132509167,1986,991,False
pmt,,0.98,0.4937947196764483,1955,988,False
esxL,,0.6025,0.49374847422268586,1202,574,False
sigC,,0.985,0.4937077078634207,1964,989,False
end,,0.829,0.49363578712579,1658,793,False
sigD,,0.9965,0.49363299636692254,1987,993,False
hpf,,0.991,0.4936143916506454,1983,993,False
alaS,,0.989,0.49334176454230194,1978,992,False
yqfA,,0.9975,0.49330822275487085,1990,993,False
glmU,,0.991,0.49314764086527196,1990,996,False
yajC,,0.9925,0.4931101150534098,1991,994,False
pyrE,,0.9895,0.49296890130164,1981,995,False
aroC,,0.9365,0.49296462347559233,1873,958,False
pxpC,,0.9935,0.49284211166833153,1986,995,False
mscS,,0.2885,0.4925896471949103,578,312,False
hsaD,,0.9295,0.49244696309212443,1855,925,False
ackA,,0.9985,0.49241919954056357,1996,997,False
mazE6,,0.994,0.4923744797086368,1984,992,False
merT,,0.991,0.49228713428357096,1981,992,False
nhaP,,0.96,0.49214546246393376,1917,975,False
pPE50,,0.3305,0.4921410737154387,660,311,False
ftsB,,0.953,0.4921029933373819,1907,968,False
cobIJ,,0.9335,0.491803108209602,1861,950,False
panC,,0.9295,0.49157798037924216,1861,951,False
msrB,,0.9935,0.49138463401344074,1991,995,False
eccD5,,0.9865,0.49110469660440087,1967,988,False
moaE1,,0.9935,0.4909162319892121,1984,993,False
secG,,0.994,0.4908122963267312,1993,996,False
mycP,,0.1945,0.49076125128315956,389,166,False
copG,,0.993,0.49052378788862205,1986,994,False
cfp32,,0.9635,0.4902932134617775,1924,965,False
pE_PGRS61,,0.1255,0.4902227402227402,251,143,False
cas1,,0.6155,0.4901461461461462,1230,555,False
bssS,,0.135,0.4901254102203469,266,108,False
mycP3,,0.9325,0.4900817497261142,1861,953,False
dmpA,,0.9535,0.48989056685154364,1902,965,False
accD5,,0.9975,0.489736222165941,1995,996,False
higB,,0.9965,0.4894492543036467,1991,996,False
wbbL2,,0.888,0.48938742765457566,1776,831,False
rpsG,,0.994,0.4893756753923324,1992,996,False
xdhC,,0.1235,0.4892828525641026,248,144,False
pE_PGRS34,,0.815,0.48926809899587986,1628,829,False
gabD2,,0.9855,0.48920573094903286,1964,986,False
cut4,,0.926,0.4891748164825629,1847,932,False
pknG,,0.963,0.48910896326008957,1925,961,False
hyuB,,0.9405,0.4888762952084505,1880,961,False
mazE9,,0.996,0.4888293543959936,1988,994,False
cdsA,,0.997,0.48868186313091566,1991,996,False
pPE46,,0.209,0.48868091413272136,418,166,False
fadA6,,0.9975,0.4886343684347546,1991,993,False
hemL,,0.952,0.4880998235253218,1904,967,False
purN,,0.9935,0.4874781890538401,1988,994,False
fadE29,,0.9935,0.487065036945412,1983,991,False
sseA,,0.2905,0.48680033416875523,581,315,False
mhpF,,0.176,0.4867193836171938,353,216,False
impA,,0.999,0.48642430005155457,1997,998,False
trpE,,0.992,0.4861254218861556,1986,992,False
pPE37,,0.3425,0.4849088541666666,684,300,False
tcrA,,0.854,0.4844304518111543,1708,873,False
glxK,,0.89,0.48430919041271214,1778,909,False
shy1,,0.9955,0.48264055632890995,1987,994,False
rplQ,,0.988,0.48253517045477734,1980,994,False
kstR2,,0.999,0.4819684459098558,1996,998,False
clpX,,0.993,0.47894737371593216,1994,997,False
esxQ,,0.823,0.4622423654467649,1640,838,False
pirG,,0.1975,0.45387791973157826,394,189,False
pPE13,,0.2945,0.45277604563615786,589,306,False
pimC,,0.376,0.44532965629947396,748,321,False
frdD,,0.1145,0.43704379562043794,229,92,False
pE_PGRS20,,0.1075,0.4264324043621257,215,109,False
