gene_name,annotation,prevalence,lr_auroc_levofloxacin,n_train,n_pos,kept_filtered
murI,,0.9915,0.4981285289943495,1985,994,False
yidH,,0.946,0.498117240885836,1892,968,False
qcrA,,0.9985,0.498079743069723,1997,999,False
frr,,0.9965,0.4980246043435612,1996,997,False
vapC13,,1.0,0.4980015015015015,1999,999,False
ruvC,,0.996,0.49800051307588994,1994,995,False
kdpF,,1.0,0.498,1999,999,False
whiB1,,0.998,0.49799849548645936,1997,997,False
rplS,,0.996,0.49799498494476396,1993,995,False
emrE,,0.9945,0.49799299320596285,1987,994,False
vapB5,,0.9885,0.4979905299305009,1976,992,False
lpqV,,0.9735,0.4979867370214928,1944,979,False
iscR,,0.992,0.49798640634127345,1986,994,False
rpsQ,,0.994,0.49791930285545916,1991,993,False
sRAP,,0.9975,0.49790704358977456,1995,999,False
cas2,,0.5465,0.4978993077584627,1092,426,False
acpM,,0.998,0.49789860070702596,1996,997,False
modB,,0.995,0.4978971161026014,1991,996,False
vapB8,,0.9905,0.49787979952984196,1980,992,False
ygfZ,,0.9685,0.49785943384557646,1937,981,False
choD,,0.9915,0.497852499613063,1982,994,False
mftC,,0.9625,0.4978455056785121,1927,980,False
lpd,,0.9925,0.4978400795070239,1984,992,False
vapC34,,0.9985,0.4978229732738751,1997,998,False
cmk,,0.9945,0.49782110149544107,1992,995,False
crgA,,0.998,0.4978144477142473,1997,999,False
relA,,0.9905,0.49781409903573676,1981,996,False
corA,,0.9965,0.4978127597881133,1996,998,False
adhA,,0.9905,0.4977924337908331,1982,993,False
whiB7,,0.983,0.4977842494390766,1966,978,False
pasT,,1.0,0.49774799999999997,2000,1000,False
erm(37),,0.989,0.49774643851318157,1977,992,False
lprN,,0.9985,0.4977437321985998,1995,997,False
ift,,0.997,0.49774222265189144,1993,996,False
esxR,,0.3575,0.4977230636018889,710,319,False
gpgS,,0.999,0.4977213924054445,1996,997,False
rpmD,,0.9955,0.4977210702812661,1993,995,False
lppX,,0.9985,0.4977206619859578,1997,997,False
drrA,,0.997,0.49770704439379143,1995,996,False
yvlD,,0.997,0.4977017310708454,1994,997,False
ilvN,,0.9945,0.4977006419251303,1992,996,False
espG3,,0.9995,0.4976970912738214,1997,997,False
rpmF,,0.9975,0.49769568563538413,1994,995,False
tsf,,0.987,0.4976952358294177,1975,989,False
lepA,,0.996,0.4976693607877742,1995,997,False
sigB,,0.9975,0.49760832977265845,1997,999,False
kstR,,0.999,0.49760220681141604,1998,999,False
atpC,,0.997,0.49760202451040497,1995,997,False
rpmI,,0.995,0.4975995555667786,1990,995,False
vapC33,,0.997,0.4975968105320988,1992,997,False
spoIVCA,,0.2855,0.497594246031746,572,252,False
gap,,0.9935,0.4975800378935096,1988,992,False
ribBA,,0.9915,0.4975766452820265,1981,987,False
cobU,,0.973,0.4975736233363234,1946,989,False
dfrA,,0.9895,0.49757213802157624,1978,979,False
leuA,,0.938,0.49754129980938555,1878,958,False
dnaG,,0.9775,0.49752941789024263,1960,990,False
bfrB,,0.9995,0.4975215455695937,1998,999,False
yigB,,0.9955,0.4975167268672275,1990,994,False
vapB22,,0.9995,0.4975140471132455,1997,998,False
arfC,,0.9785,0.49751293877039937,1958,988,False
lpqN,,0.996,0.49751263089559405,1992,998,False
vapB1,,0.9985,0.49751155617848924,1996,998,False
yfcH,,0.9935,0.49750363715203905,1987,996,False
eccB5,,0.998,0.4975025351908637,1994,996,False
yceD,,0.9985,0.4974428284854564,1997,997,False
trpE,,0.993,0.4974327281569136,1987,995,False
mhuD,,0.998,0.4974107373906973,1997,999,False
espR,,0.9965,0.497406543089274,1995,999,False
vapC19,,0.999,0.4974037111334001,1997,997,False
pilT,,0.9975,0.4973995131687648,1995,997,False
ipdF,,0.9755,0.4973977144825038,1952,988,False
ephG,,0.9935,0.49739760988207776,1985,992,False
tatA,,0.996,0.49739278075189425,1993,997,False
dksA,,0.984,0.49738298414020365,1970,991,False
mhpE,,0.999,0.4973824225832258,1995,996,False
acpS,,0.9895,0.497377305761969,1980,991,False
metB,,0.998,0.4973506249446685,1994,996,False
alkB,,0.9955,0.4973345321127579,1991,999,False
vapB45,,0.951,0.4973027100496519,1900,915,False
carD,,0.997,0.4973017176637845,1996,998,False
esxO,,0.376,0.4972672955489339,753,266,False
yccF,,0.9975,0.49726429287863594,1997,1000,False
rplU,,0.996,0.49721107209403764,1995,997,False
relB,,0.999,0.4972054136218301,1998,999,False
mmpS2,,0.998,0.4971929817508639,1995,998,False
aroA,,0.9555,0.49715269804822043,1913,975,False
cof,,0.979,0.4971489088642067,1958,985,False
ppiB,,0.993,0.4971455237448789,1990,994,False
mpg,,0.9725,0.497123063712427,1945,984,False
parE2,,0.999,0.49711334581074074,1997,998,False
tauD,,0.9975,0.49709951497779914,1995,997,False
phoH,,0.994,0.4970989309939113,1991,993,False
cydD,,0.9685,0.4970971828012479,1937,979,False
rplT,,0.992,0.49708087662021244,1985,992,False
prs,,0.9905,0.49708007144949706,1983,992,False
ldtMt3,,0.9995,0.4970055165496489,1997,997,False
espD,,0.9975,0.4970030573648657,1993,996,False
vapC30,,0.999,0.496999003011027,1997,999,False
ackA,,0.9975,0.4969980080522128,1995,998,False
eccB3,,0.9525,0.49699309866129066,1903,976,False
ctaF,,0.996,0.496992475897469,1992,994,False
ephA,,0.9825,0.4969859799487914,1962,986,False
rip3,,0.9925,0.49698596436921116,1982,994,False
pgk,,0.9865,0.4969721861585067,1975,993,False
mazE4,,0.996,0.4969450605337138,1991,994,False
eccA5,,0.997,0.49693664745490224,1994,997,False
fadE10,,0.9905,0.49693546675591066,1980,994,False
tB22.2,,0.9995,0.4969283597912227,1998,999,False
deoC,,0.9875,0.49692772477653857,1977,991,False
iscU,,0.998,0.4969163357551746,1998,999,False
canA,,0.999,0.4969147442326981,1997,1000,False
betP,,0.847,0.4969137268599372,1693,818,False
fdxE,,0.9985,0.49690001246226145,1995,996,False
rplF,,0.996,0.49689599861709377,1995,997,False
mmpS4,,0.996,0.4968952113675586,1992,996,False
yraN,,0.9895,0.4968930587132238,1979,993,False
nadD,,0.9955,0.49689218408995833,1992,995,False
rplK,,0.995,0.49688956204629986,1991,994,False
pE16,,0.9705,0.49687789256418163,1939,974,False
fadE27,,0.966,0.4968742272917854,1929,974,False
lpqS,,0.964,0.49682047981262994,1928,979,False
mtb12,,0.9985,0.49681861214907247,1995,997,False
ispG,,0.9955,0.4968064999017152,1992,995,False
smpB,,0.997,0.4967994046150359,1997,998,False
pyrE,,0.9925,0.4967900934683488,1988,995,False
cysM,,0.9525,0.49677443233544577,1903,967,False
pPE37,,0.307,0.49676392387349566,613,216,False
hmp,,0.9965,0.4967095060281246,1993,997,False
pE25,,0.9985,0.49669880843852027,1996,998,False
nuoL,,0.9945,0.4966985648832756,1990,996,False
vapC21,,0.9825,0.49669704486626404,1964,976,False
hsaD,,0.9305,0.4966966173361522,1862,916,False
norV,,0.996,0.4966928899147241,1993,997,False
ppro0129,,0.987,0.4966837551737731,1974,992,False
mce,,0.9945,0.49667278104596274,1990,998,False
pyrF,,0.933,0.496649793939617,1866,962,False
ftsE,,0.9955,0.4966179844598653,1992,994,False
mazG,,0.9935,0.4966144410032186,1988,998,False
pdxH,,0.9965,0.4966070488158842,1995,996,False
secG,,0.9965,0.4965983017085221,1997,998,False
rpmC,,0.9955,0.49659509782617445,1994,996,False
argF,,0.956,0.49659490526094796,1913,976,False
fadA6,,0.997,0.49651914270307684,1994,996,False
trmD,,0.9945,0.4965137103152357,1990,993,False
stf3,,0.8575,0.49650510870274855,1715,848,False
rpsN,,0.9945,0.49650414346206584,1989,993,False
menA,,0.9745,0.49650160387035086,1949,983,False
nuoK,,0.996,0.4965005347034081,1994,997,False
rplR,,0.9935,0.49648796747556884,1990,995,False
panC,,0.942,0.49648262654513386,1888,973,False
cysT,,0.9975,0.4964337492620512,1996,998,False
menJ,,0.9715,0.49642619733804527,1941,983,False
cobO,,0.997,0.49641567344676674,1996,997,False
mraY,,0.9955,0.4964007636973597,1992,996,False
yggT,,0.9965,0.4963970066512161,1995,997,False
usfY,,0.9975,0.4963966008168642,1996,998,False
regX,,0.997,0.4963943843340828,1994,999,False
yajQ,,0.9935,0.4963928439854418,1988,994,False
ydbS,,0.9845,0.49636934930550813,1967,993,False
vapB42,,0.987,0.49635980443132804,1973,991,False
pgsA,,0.9965,0.4963586848811229,1994,997,False
lppH,,0.997,0.49634747616343006,1993,996,False
exoIX,,0.805,0.4963049288333644,1609,865,False
nucS,,0.9935,0.496241043765751,1986,995,False
yiiM,,0.9945,0.4962101544985754,1988,993,False
aftC,,0.9965,0.4962049201832456,1991,995,False
aosR,,0.9975,0.49620396572038544,1993,998,False
wag31,,0.9985,0.4961129674178016,1996,998,False
baiE,,0.999,0.49610543732756096,1996,998,False
rplA,,0.994,0.4960936236127738,1989,992,False
pgeF,,0.984,0.4960521437195261,1968,987,False
leuB,,0.9885,0.4960484279504526,1979,992,False
pgsA2,,0.9965,0.4960287938904212,1992,996,False
orn,,0.9965,0.4959728572793899,1994,995,False
era,,0.996,0.49594428932442974,1996,997,False
arc,,0.996,0.4959355453294557,1992,995,False
kasB,,0.9955,0.495913301446994,1991,996,False
leuD,,0.997,0.49590061887301656,1996,998,False
dyp,,0.9955,0.4958887177824607,1987,992,False
espL,,0.996,0.49586597742769234,1992,994,False
clpA,,0.984,0.4958630739978373,1968,989,False
lprG,,0.9985,0.4958258199766266,1996,998,False
menG,,0.996,0.4958070232738182,1992,996,False
mmr,,0.997,0.49579561979110026,1993,996,False
rraA,,0.9925,0.4957864001734475,1987,994,False
gatB,,0.9955,0.49577648608476027,1993,996,False
sugB,,0.9995,0.4957392262001481,1997,999,False
lprH,,0.999,0.4957128643186818,1996,997,False
tsaE,,0.996,0.4957085599655881,1995,996,False
mftB,,0.9985,0.4957047047047047,1999,999,False
desA1,,0.9985,0.4957043302078407,1996,997,False
frdC,,0.993,0.495703048938794,1986,994,False
ldtMt2,,0.991,0.49568742329912624,1981,993,False
argD,,0.9475,0.4956593803882307,1897,975,False
shy1,,0.9995,0.49561661661661666,1999,999,False
gltA2,,0.998,0.4956143518267767,1997,998,False
nuoC,,0.9975,0.49559991285166816,1996,999,False
atpA,,0.997,0.49558696128465557,1995,998,False
ilvC,,0.9905,0.49557177141325665,1985,996,False
vapB46,,0.9695,0.4955575309359528,1935,977,False
vapB17,,0.501,0.49553477841599936,1001,391,False
dnaB,,0.9765,0.4955278169264419,1956,982,False
mmaA3,,0.9985,0.4955090496715371,1996,997,False
lmbE,,0.9975,0.49550306643437625,1993,995,False
vapC47,,0.9995,0.49542986429873326,1998,999,False
relF,,0.9995,0.49541934326719117,1998,999,False
lppO,,0.999,0.49541583166332664,1998,1000,False
purK,,0.9655,0.4954139148013945,1933,981,False
purR,,0.9965,0.4954005025125628,1995,995,False
alkX,,0.9945,0.4953979363079243,1988,995,False
blaC,,0.9985,0.495384952452548,1995,997,False
rpsB,,0.9835,0.4953556107193929,1969,987,False
mazE3,,1.0,0.49534318637274555,1998,998,False
ttfA,,0.934,0.49533218785796107,1870,970,False
chsH1,,0.9995,0.49533166800434064,1998,999,False
coaX,,0.9975,0.4953149542327899,1997,999,False
mshB,,0.995,0.4953078646243264,1991,996,False
manA,,0.9905,0.4953076475944263,1984,996,False
cysA,,0.9855,0.4952991048169374,1971,989,False
aofH,,0.935,0.4952343829596279,1870,961,False
ribF,,0.995,0.4952329438478258,1990,994,False
yqgV,,0.997,0.49521610924959253,1995,997,False
rfe,,0.9975,0.4952033277008202,1996,999,False
hspR,,0.992,0.4951878219950509,1986,990,False
echA19,,0.9,0.4951202600216686,1798,875,False
cysG2,,0.413,0.4950975352746151,825,533,False
wbbL,,0.982,0.49507059067787823,1963,988,False
mec,,0.9905,0.4950247892353231,1979,997,False
typA,,0.9865,0.49501259285693766,1975,988,False
glyQS,,0.9955,0.49499605456207657,1991,994,False
dciA,,0.997,0.49495875066531186,1992,996,False
pE_PGRS5,,0.5775,0.49494092999243616,1155,596,False
rplM,,0.993,0.49493745555627383,1990,992,False
holB,,0.9605,0.4949358501344886,1923,977,False
fcoT,,0.999,0.4949191920104658,1996,999,False
pbpA,,0.9995,0.4949032198531196,1997,998,False
asd,,0.9675,0.49489950434656493,1937,984,False
yfmG,,0.995,0.49489411854928383,1991,998,False
prfA,,0.997,0.49473897166976405,1996,997,False
purD,,0.9925,0.494671876522756,1985,993,False
eAL,,0.9975,0.49461335814672935,1993,996,False
ppa,,0.9975,0.4946095694087662,1995,996,False
zapE,,0.9975,0.49447589757223476,1993,997,False
mesT,,0.975,0.4943685886544893,1950,983,False
sigC,,0.99,0.49427242971010643,1980,994,False
pdhA,,0.996,0.4942218833028675,1994,997,False
pQQ,,0.968,0.49415443989041835,1935,979,False
esxC,,0.9915,0.494128723979399,1984,998,False
rsfS,,0.996,0.4941114694318497,1996,998,False
esxL,,0.684,0.4940892907576834,1368,706,False
rsbU,,0.9855,0.4940616316366665,1970,988,False
cmaA1,,0.952,0.4940369077968689,1902,967,False
parD,,0.997,0.4940116413731986,1993,998,False
hAMP,,0.9725,0.4939725937310732,1942,979,False
mcr,,0.997,0.49393507766003764,1992,996,False
cysO,,0.9895,0.4938658994312192,1978,997,False
sufE,,0.996,0.4937950122913832,1995,997,False
acoA,,0.994,0.4937648969925154,1988,995,False
chsH2,,0.999,0.4936263919229851,1997,999,False
sigD,,0.9955,0.49356310136439463,1992,997,False
mtnN,,0.605,0.4935113337464908,1210,731,False
rpsD,,0.9865,0.4934650589684914,1977,988,False
tsaB,,0.9495,0.4934562104820225,1901,970,False
guaB3,,0.9415,0.49340084382467597,1883,972,False
rodA,,0.9955,0.4933599593553304,1992,994,False
purC,,0.9955,0.4933201407830706,1995,997,False
aph,,0.95,0.49326433209390097,1899,974,False
tpiA,,0.9925,0.49319860085503314,1988,992,False
def,,0.995,0.49309631887678207,1992,993,False
yceI,,0.9895,0.4930896285190194,1979,988,False
yggU,,0.9895,0.4930691734483773,1979,992,False
mddA,,0.9975,0.49302265513976806,1995,998,False
metZ,,0.999,0.4929258587917247,1998,999,False
bkdB,,0.999,0.49255575278814145,1996,998,False
gpgP,,0.9985,0.492336729627761,1995,997,False
glfT2,,0.9975,0.4921777108433735,1996,1000,False
hycG,,0.969,0.4920903250019725,1937,978,False
ycjR,,0.978,0.4920255623956355,1959,986,False
cdsA,,0.998,0.4918671176186206,1997,999,False
espG1,,0.9975,0.49185932920872677,1995,996,False
icd,,0.9955,0.49172036225368243,1992,994,False
glyA2,,0.9845,0.49159623074889286,1968,984,False
mltG,,0.996,0.4915515390392283,1992,995,False
secF,,0.952,0.4915308757303628,1906,974,False
clpX,,0.9955,0.49150057142397247,1994,996,False
nrdB,,0.8695,0.49129076988481724,1738,879,False
ilvB2,,0.993,0.49117942652045643,1984,993,False
lpqL,,0.996,0.49112463911872395,1992,996,False
pPE50,,0.2555,0.49104786688168894,511,152,False
ilvE,,0.9935,0.4909779691541896,1990,997,False
cysS,,0.99,0.49090554913577034,1983,992,False
cyp141,,0.989,0.49087330797857115,1978,990,False
hycE1,,0.933,0.49025076689057806,1865,954,False
nrdR,,0.997,0.4901380819134079,1996,997,False
tilS,,0.9615,0.48953164775423913,1926,980,False
csm5,,0.5485,0.4894258331135144,1094,425,False
fabH,,0.988,0.4893354961519568,1977,985,False
lprI,,1.0,0.48891500000000004,2000,1000,False
parB,,0.9975,0.48888549415782423,1995,998,False
ybjQ,,0.3895,0.48818413704411584,776,289,False
metXA,,0.9405,0.4879878498836087,1877,950,False
mbtE,,0.975,0.4879039059172771,1948,982,False
aceAa,,0.2535,0.4873874544236923,507,151,False
ydfJ,,0.383,0.48681938528836194,766,255,False
rplQ,,0.9915,0.4861548462601757,1986,993,False
dipZ,,0.998,0.4855638771301422,1995,996,False
pknK,,0.9265,0.485521240023696,1853,956,False
relE,,0.998,0.48523148501411645,1996,998,False
hyuB,,0.9545,0.4850697864630972,1908,976,False
dnaC,,0.1035,0.4831964504861701,206,99,False
esxW,,0.36,0.48241101107454865,719,262,False
dnaN,,0.994,0.48229954995862845,1991,996,False
yprB,,0.1015,0.4814549180327869,202,122,False
secE2,,0.9865,0.4812932100824809,1974,989,False
pPE46,,0.192,0.4809235303749795,383,186,False
tcrA,,0.836,0.479759731008803,1671,817,False
yqeY,,0.998,0.4787109288717716,1996,998,False
pE35,,0.9975,0.47762945569854565,1994,996,False
sseA,,0.365,0.47759785647716685,731,435,False
