gene_name,annotation,prevalence,lr_auroc_ethambutol,n_train,n_pos,kept_filtered
elaA,,0.9955,0.49880520426907954,1988,995,False
wag31,,0.998,0.49880092176304314,1992,994,False
yidH,,0.9335,0.4988000078197861,1866,963,False
coaBC,,0.9625,0.498765909872721,1929,969,False
ugpQ,,0.9025,0.49875888553086856,1804,927,False
pks16,,0.9925,0.49875163046632615,1982,991,False
rsdA,,0.9925,0.49871671773294274,1981,987,False
mtrA,,0.9975,0.4987054537105292,1993,997,False
pup,,0.999,0.4986977911646586,1996,996,False
vapB30,,0.995,0.49869366955501854,1989,994,False
adhB,,0.992,0.49866100112312983,1982,989,False
tauD,,0.996,0.4986397256780117,1988,994,False
mazG,,0.99,0.498632348393607,1983,992,False
lprH,,0.999,0.498618980063313,1996,997,False
lppX,,0.999,0.4986129559850723,1996,997,False
ilvN,,0.9935,0.49860373451922746,1993,999,False
iscU,,0.9945,0.49859891545864965,1991,994,False
nirD,,0.995,0.4985933684486691,1991,995,False
phnB,,0.977,0.4985906624984443,1956,959,False
pE5,,0.9715,0.4985779512294664,1940,972,False
mca,,0.997,0.498560135915897,1990,994,False
vapB31,,0.961,0.4985533119251075,1917,967,False
espG5,,0.999,0.4985161514694838,1992,995,False
mazE5,,0.9975,0.4985070906885647,1991,994,False
rpmA,,0.992,0.49849900806638403,1993,995,False
ppro0129,,0.988,0.4984956270017245,1974,990,False
frmR,,0.993,0.4984954986782316,1985,996,False
fdxE,,0.9955,0.4984944829824348,1986,996,False
copG,,0.9915,0.49849298625733673,1983,990,False
hspR,,0.9765,0.49846784047813514,1947,978,False
rpsD,,0.9765,0.4984626096237511,1959,981,False
mazF6,,0.998,0.49845016978646783,1993,996,False
thyX,,0.985,0.4984239179879083,1967,983,False
higB3,,0.9955,0.4984125764389944,1989,997,False
typA,,0.9845,0.4984070533813656,1977,992,False
gap,,0.9895,0.4984066012235026,1984,990,False
mftB,,0.998,0.498399702307518,1997,999,False
rpmC,,0.9905,0.4983944068451111,1984,994,False
pyrH,,0.991,0.49839296338158473,1990,997,False
lppO,,0.9975,0.49838683553167024,1994,997,False
vapB17,,0.5845,0.4983801463293651,1168,448,False
mtnP,,0.981,0.49837333726417543,1963,986,False
lppK,,0.9975,0.49836959696114624,1993,994,False
sodA,,0.993,0.4983491077380699,1987,994,False
trcR,,0.998,0.4983488169545652,1992,996,False
mce2R,,0.994,0.49831736900274887,1988,994,False
kmtR,,0.995,0.49831379802528597,1985,994,False
chsH1,,0.999,0.49831043129388164,1997,997,False
vapB20,,0.999,0.4983050353465205,1995,997,False
alkB,,0.992,0.49829876436035575,1986,994,False
rplU,,0.9925,0.4982963915759083,1992,994,False
rsmD,,0.971,0.49826988526274996,1949,976,False
cmtR,,0.952,0.49826800576556474,1901,963,False
rplL,,0.9865,0.4982527293133353,1980,990,False
fadE26,,0.9945,0.4982216334497867,1982,991,False
rpoZ,,0.9925,0.4982073344590153,1989,995,False
pyrE,,0.99,0.49820227030197384,1982,994,False
grpE,,0.992,0.498201697597468,1987,993,False
parE1,,0.9995,0.4981922690763052,1996,996,False
panD,,0.994,0.49818933539803756,1988,993,False
treS,,0.9975,0.4981787732675939,1993,997,False
csdA,,0.9905,0.498160374903963,1980,993,False
cmrA,,0.9925,0.4981335090030742,1979,989,False
pPE51,,0.991,0.49811614629612605,1979,989,False
octT,,0.999,0.49810374517879985,1993,995,False
tehA,,0.9945,0.49810365726142924,1985,994,False
usfY,,0.998,0.4981001158944395,1994,996,False
rbpA,,0.999,0.49809799759598955,1995,996,False
paaD,,0.9945,0.4980956088288525,1989,994,False
rplW,,0.9885,0.49808436155418223,1980,993,False
rsfS,,0.9915,0.49806939451353804,1988,996,False
vapC39,,0.9975,0.4980055588564063,1993,995,False
vapB11,,0.999,0.4979994984954864,1997,997,False
rnc,,0.993,0.4979980384821492,1989,994,False
vapB8,,0.989,0.4979900052345744,1978,992,False
arfB,,0.993,0.4979884341294494,1987,994,False
whiB7,,0.974,0.4979315992536873,1947,984,False
acr2,,0.9965,0.49791989032423906,1992,997,False
thiS,,0.993,0.49789885985820337,1988,993,False
mazF5,,0.9935,0.49789707387194226,1985,992,False
csm2,,0.998,0.4978898516728512,1989,995,False
iscR,,0.991,0.49788662192475736,1982,993,False
cut4,,0.9555,0.4978468019696449,1906,948,False
vapC20,,0.9985,0.4978043436270131,1994,996,False
fdx,,0.998,0.497799705422574,1996,997,False
espF,,0.999,0.4977981994030138,1996,997,False
relG,,0.9985,0.4977928783406719,1992,996,False
esxR,,0.3685,0.49779183845436215,733,404,False
pPE41,,0.9895,0.4977913004282173,1976,986,False
vapB26,,0.988,0.4977795284302316,1976,988,False
vapC21,,0.98,0.49775869622726937,1956,967,False
pknE,,0.9935,0.49775346618246924,1983,990,False
rapZ,,0.992,0.49771304595248256,1984,994,False
putA,,0.981,0.4977126455872278,1963,983,False
cdd,,0.992,0.49769853621817367,1983,990,False
icl,,0.9935,0.49769810041256535,1985,992,False
folE,,0.9945,0.4976954187718616,1988,996,False
icd,,0.9915,0.49768043848273624,1987,995,False
egtD,,0.9945,0.4976301374854256,1988,996,False
mpt83,,0.9985,0.49759932339528146,1992,994,False
mhuD,,0.9985,0.4975985430656227,1990,994,False
tatC,,0.993,0.4975888478537265,1991,996,False
ctaF,,0.993,0.49758793969849247,1985,990,False
mhpE,,0.998,0.49758105979944045,1988,994,False
tpx,,0.991,0.4975312601824699,1982,992,False
hadC,,0.998,0.4975165546307831,1997,999,False
ipdE1,,0.9915,0.49751344086021504,1982,990,False
baiE,,0.9985,0.4975085738660314,1994,997,False
stf0,,0.9965,0.497499042949594,1990,997,False
vapB9,,0.9985,0.49749800201605615,1996,998,False
glpD1,,0.979,0.49742701772673326,1955,977,False
zwf1,,0.997,0.4974248753809207,1991,996,False
rpsP,,0.9895,0.49742190516838414,1984,994,False
prfA,,0.991,0.4974133450280999,1985,993,False
trmB,,0.9915,0.4974058084334551,1986,993,False
gloA,,0.989,0.49738918625715134,1977,995,False
esxS,,0.714,0.4973695685240582,1420,815,False
mbcT,,0.9965,0.4973359258604581,1990,995,False
purK,,0.9655,0.49732097932791647,1933,970,False
lpqN,,0.998,0.49731576305220887,1996,1000,False
nicT,,0.996,0.49729684640506355,1989,995,False
pPE50,,0.2825,0.49727387110303367,564,253,False
ribE,,0.9935,0.49722656123865805,1991,992,False
lprN,,0.9985,0.4972180121854497,1991,994,False
hadA,,0.998,0.49721292864436006,1998,999,False
rfbA,,0.9945,0.4972121803476896,1990,997,False
mce,,0.9855,0.49720421063915093,1970,981,False
rplJ,,0.9905,0.4971893736665466,1988,994,False
yraN,,0.989,0.49718759323352446,1982,993,False
tuf,,0.991,0.4971836152766642,1984,993,False
mymT,,0.951,0.49715939561138234,1902,955,False
sigH,,0.996,0.4970950199187091,1990,996,False
pilT,,0.9945,0.4970865393365217,1989,995,False
vapB15,,0.9935,0.4970774689436571,1983,996,False
rnd,,0.9695,0.49706839871054226,1939,970,False
brkB,,0.993,0.4970103919143257,1983,992,False
cuvA,,0.99,0.4970070165143167,1978,989,False
yigB,,0.9935,0.49698133974601555,1983,987,False
emrE,,0.9915,0.49697683189106,1981,990,False
ppnK,,0.9885,0.4969742867998219,1979,988,False
eccA5,,0.9975,0.49693082501203195,1989,993,False
menG,,0.996,0.4969193169824039,1991,993,False
ppnN,,0.9925,0.4969097255742819,1984,989,False
cas2,,0.61,0.4969052897067306,1219,476,False
rsrA,,0.9985,0.4968985111647569,1995,998,False
trpS,,0.9915,0.49689662549015257,1991,994,False
nrdH,,0.9985,0.496894590784776,1996,998,False
pitA,,0.992,0.4968557505268277,1987,995,False
vapB36,,0.997,0.49681742043551086,1991,996,False
mbtL,,0.9985,0.4968055404802393,1995,996,False
nuoK,,0.9955,0.49680221846721345,1996,999,False
vapC3,,0.9925,0.49679518479185236,1983,996,False
tatA,,0.994,0.4967901757784909,1991,995,False
egtE,,0.9815,0.4967840988604558,1960,984,False
dmpA,,0.965,0.4967753911714697,1928,970,False
hom,,0.9925,0.49669958923238444,1981,991,False
vapC27,,0.999,0.4966653340026714,1998,999,False
cydC,,0.9875,0.49665046475699703,1974,985,False
ung,,0.99,0.4966031809970341,1978,989,False
cbrC,,0.9965,0.4966028739484785,1992,995,False
trm112,,0.9975,0.4965969012172642,1996,998,False
clpP1,,0.9995,0.49659689780050864,1996,997,False
dyp,,0.9975,0.49658958777792384,1989,994,False
ftsB,,0.9715,0.4965341284357059,1944,972,False
yceI,,0.984,0.4965216537264673,1967,982,False
ylxP,,0.9975,0.49650611795143984,1991,994,False
hemE,,0.962,0.49649979037442354,1929,970,False
cysQ,,0.988,0.496497241826388,1981,993,False
smpB,,0.9925,0.49649300012714204,1991,994,False
dapF,,0.9845,0.49649241247215303,1973,989,False
ycjU,,0.9815,0.49642596302324604,1958,980,False
purR,,0.99,0.49641266346614477,1981,991,False
gpgP,,0.997,0.49640295051172434,1988,992,False
mshC,,0.9945,0.4963892114013385,1987,993,False
aroA,,0.9595,0.49638164128274953,1922,967,False
acpS,,0.986,0.49636802141257136,1978,991,False
etfB,,0.997,0.4963477607170208,1995,997,False
exoIX,,0.7765,0.4963470872561782,1549,847,False
rplI,,0.99,0.49630274076345055,1985,994,False
rpfD,,0.998,0.49630096319108086,1992,995,False
adk,,0.9925,0.49628454833629543,1988,994,False
rplF,,0.9915,0.49628040696246095,1985,994,False
msrA,,0.983,0.49624632472033725,1966,989,False
lCB5,,0.987,0.49622854561878954,1974,990,False
acpP,,0.9915,0.4961816507869407,1984,992,False
lipX,,0.997,0.4961083002705687,1989,996,False
canA,,0.999,0.4960989073326084,1996,997,False
garA,,0.998,0.49609380906538714,1992,995,False
efp,,0.991,0.4960893175555195,1987,992,False
iscA,,0.994,0.4960793023470436,1986,993,False
vapB18,,0.6005,0.49607514578444817,1201,473,False
pE_PGRS44,,0.31,0.4960730911739557,620,273,False
darG,,0.9995,0.49607071213640924,1997,997,False
metZ,,0.995,0.4960681077724553,1992,996,False
pcnB,,0.9875,0.49605693018338504,1976,987,False
eAL,,0.9965,0.49602731736456857,1991,994,False
vapC26,,0.999,0.49600451302153004,1998,999,False
proW,,0.97,0.4959318095821163,1940,962,False
ppiA,,0.9995,0.4959277833500501,1997,997,False
pdxH,,0.995,0.4959209286149907,1992,997,False
gltA2,,0.9975,0.49588042685169736,1995,997,False
mnmA,,0.9865,0.4958709943112843,1976,989,False
choD,,0.993,0.49583613492106404,1980,989,False
fadA6,,0.9985,0.4958167796683344,1996,997,False
mmpS2,,0.9965,0.495791709551775,1991,995,False
pdxT,,0.9915,0.49577663619035967,1981,990,False
ilvC,,0.989,0.4957765845325244,1981,994,False
asnB,,0.9905,0.49575798305637014,1982,992,False
panC,,0.95,0.49564735203318916,1902,954,False
cfa,,0.925,0.49562278122107534,1849,959,False
sigC,,0.993,0.49561846983485003,1982,989,False
rpsB,,0.981,0.4955915259504817,1965,985,False
hemL,,0.967,0.4955697414618576,1939,975,False
chsH2,,0.9985,0.4955341499975402,1996,997,False
pgk,,0.984,0.49552351798821637,1972,988,False
hupB,,0.995,0.4955047505577271,1987,993,False
rpsF,,0.9915,0.49549666953332894,1986,994,False
modF,,0.9945,0.49543394907598204,1990,994,False
vapC29,,0.9975,0.4954246507056238,1995,997,False
ftsQ,,0.9925,0.4954136240112952,1988,995,False
ureF,,0.9895,0.4954112262891275,1981,990,False
deoC,,0.9865,0.4953894272675999,1975,990,False
vapB41,,0.9995,0.4953605817452357,1997,997,False
mtp,,0.993,0.49533234155773936,1982,993,False
vapC47,,0.9985,0.49529171014048173,1991,994,False
sigB,,0.994,0.49528065570844415,1986,992,False
lmeA,,0.9895,0.49527336371848574,1974,990,False
argA,,0.9475,0.4952710924334133,1894,961,False
sepH,,0.9895,0.4952180476315956,1979,993,False
ipdB,,0.999,0.49521514543630896,1997,997,False
hisH,,0.9925,0.4952026270149826,1990,997,False
rsmH,,0.992,0.49518616332869575,1989,997,False
proA,,0.987,0.49495554245572665,1977,993,False
menC,,0.9665,0.4949466318023019,1932,970,False
kshA,,0.9995,0.4948199598796389,1997,997,False
drrA,,0.9945,0.49481344809298444,1988,994,False
vapB42,,0.9895,0.49474487870509387,1975,991,False
mbtN,,0.9985,0.49473218198117797,1995,996,False
espD,,0.998,0.4947203300122017,1990,994,False
echA6,,0.893,0.49470753874164575,1786,933,False
vapC15,,0.9985,0.49470599490438166,1993,995,False
vapC32,,0.9955,0.4946191014056225,1988,996,False
hsaC,,0.9985,0.49460945398758843,1996,997,False
ctpI,,0.7975,0.49446589446589445,1592,777,False
nhaP,,0.973,0.4944223212776745,1946,976,False
ftsX,,0.9935,0.494337617833855,1991,998,False
sigJ,,0.977,0.49433502864246476,1952,964,False
cutB,,0.961,0.4943202513203424,1921,969,False
mce3R,,0.996,0.49430653126099566,1989,993,False
argR,,0.9615,0.4940130718388066,1922,964,False
aceAa,,0.2815,0.4938323628562672,563,251,False
nuoB,,0.9965,0.4938303398684542,1996,999,False
iniB,,0.916,0.4938169851583667,1827,932,False
ctaA,,0.9905,0.4937340101315883,1981,990,False
dapE,,0.978,0.49367827473707254,1959,985,False
esxW,,0.328,0.4936441673953309,656,293,False
lprP,,0.9485,0.49349082555545914,1897,966,False
vapB37,,0.9995,0.4934083983379758,1993,994,False
ctaD,,0.993,0.4933222450279567,1989,995,False
purQ,,0.9925,0.4933148605932891,1987,992,False
amiB2,,0.985,0.49325474116897833,1967,984,False
rpsC,,0.9515,0.4932484363988724,1906,960,False
aofH,,0.9125,0.4932205802864754,1822,944,False
end,,0.88,0.49318578803679786,1759,854,False
ruvB,,0.9705,0.49309063861528807,1943,976,False
pyrF,,0.937,0.49308368530284546,1875,944,False
fadE28,,0.985,0.49304403450125867,1969,984,False
rimM,,0.992,0.492929941457792,1989,995,False
rpfC,,0.998,0.4929155285939205,1994,995,False
degV,,0.975,0.49281101511538244,1950,977,False
prpD,,0.9915,0.492774699837432,1986,993,False
sigE,,0.9955,0.4927074865423426,1989,996,False
pth,,0.9915,0.49265328659426166,1987,995,False
rplY,,0.9945,0.49264207526911047,1990,993,False
cobA,,0.6725,0.4926266372190841,1346,543,False
mtnN,,0.5525,0.4926071243161215,1103,612,False
cfp21,,0.9665,0.4925892235787376,1930,956,False
purS,,0.9925,0.49258335055661606,1987,991,False
ispG,,0.9945,0.49246686143371077,1994,998,False
clpS,,0.9955,0.4923978763600037,1993,996,False
gcvT,,0.983,0.4923202811028101,1972,991,False
mctB,,0.995,0.49228333272667707,1989,993,False
coaE,,0.9905,0.49227119960203347,1989,996,False
pgsA,,0.9915,0.49223861170488403,1988,996,False
mazE6,,0.9945,0.49208660015881567,1986,993,False
ycgM,,0.993,0.49202521183110304,1986,991,False
cysH,,0.9935,0.4916080653258194,1988,992,False
clpP2,,0.998,0.49156930250210085,1996,997,False
scpB,,0.986,0.4915500526070754,1975,989,False
adoK,,0.986,0.4914236759835042,1968,987,False
vapB46,,0.9795,0.49136431828086763,1954,978,False
relB,,0.9975,0.4911139039608786,1993,997,False
clpX,,0.9915,0.490840308720399,1987,993,False
pepP,,0.978,0.4908173240283331,1956,981,False
nrdB,,0.8885,0.4907293400521392,1777,891,False
pcrA,,0.994,0.49050380777895064,1989,993,False
mmcO,,0.99,0.490499851903298,1979,994,False
rpsN,,0.989,0.49034482336424184,1980,988,False
scoA,,0.997,0.49015326901166034,1990,994,False
pruA,,0.991,0.49011085645651536,1979,987,False
whiA,,0.99,0.4899566268305548,1980,989,False
lprE,,0.3805,0.489827509951349,761,476,False
ribA,,0.9835,0.48976961320020534,1966,984,False
nuoH,,0.996,0.48975079497167856,1995,999,False
mshD,,0.9955,0.4896901257042021,1986,995,False
nadA,,0.9925,0.48965918947559123,1988,997,False
truA,,0.9905,0.4896297395291363,1984,992,False
hpf,,0.988,0.4887906638360314,1973,991,False
glmM,,0.969,0.48789415247964474,1945,980,False
ripD,,0.983,0.4877200898729421,1966,989,False
aroK,,0.967,0.4872336891289437,1932,972,False
gatC,,0.9895,0.4871923070682157,1986,992,False
caeA,,0.998,0.4867584415061278,1993,998,False
qcrA,,0.9965,0.4820234029427063,1992,998,False
hbhA,,0.9985,0.48162825148793065,1995,998,False
mntR,,0.922,0.4787448892112899,1844,952,False
pirG,,0.1395,0.47629310344827586,282,166,False
pPE13,,0.3065,0.47617491724426064,612,323,False
pPE46,,0.1975,0.475021380754372,394,127,False
nagD,,0.389,0.47429833679833683,779,520,False
bssS,,0.1265,0.4552545155993432,251,77,False
