gene_name,annotation,prevalence,lr_auroc_rifabutin,n_train,n_pos,kept_filtered
abiEi,,0.9955,0.4984036116446505,1985,997,False
mce2R,,0.995,0.4984009488141845,1989,997,False
higA2,,0.992,0.49839905301560194,1979,988,False
espR,,0.998,0.49839618067211217,1992,999,False
dacB2,,0.9925,0.49837767517792014,1980,995,False
trpS,,0.9945,0.4983420606536184,1994,999,False
aroQ,,0.994,0.4983236157481331,1992,996,False
cmk,,0.9915,0.4983137809072488,1985,996,False
mcrA,,0.994,0.498311961966314,1989,998,False
iscU,,0.9955,0.4983049600206449,1992,998,False
zupT,,0.9915,0.49829753797799897,1985,996,False
groES,,0.9945,0.49828993526399945,1990,997,False
tuf,,0.993,0.498288309646254,1987,996,False
pPE51,,0.987,0.4982868822803638,1970,993,False
echA20,,0.991,0.4982759113769421,1979,996,False
rpsZ,,0.999,0.4982595660987621,1994,999,False
lpqV,,0.956,0.4982296425396323,1907,971,False
gabP,,0.997,0.49822605936949427,1991,998,False
murI,,0.988,0.4982157046587778,1979,993,False
gpgP,,0.9975,0.49819459472602823,1987,996,False
whiB7,,0.984,0.49817920054200543,1968,984,False
dciA,,0.995,0.49816030753550977,1989,997,False
ftsH,,0.94,0.4981549399085934,1883,958,False
pgpB,,0.997,0.4981345132242284,1989,998,False
hsaC,,0.9975,0.49813006859775305,1992,997,False
atpC,,0.9945,0.49812375443051526,1990,999,False
wag31,,0.997,0.49811503694953096,1987,998,False
nuoC,,0.9975,0.49810621242484965,1998,1000,False
vapC44,,0.9965,0.49810195556093717,1991,995,False
vapC33,,0.9965,0.4980881186034461,1988,996,False
alaS,,0.989,0.49806829625560733,1983,993,False
alkB,,0.991,0.4980668231426573,1988,999,False
nuoL,,0.991,0.4980533864477119,1985,996,False
mbcA,,0.9775,0.49804945309018767,1951,984,False
amiA2,,0.9565,0.4980355441493141,1906,971,False
aceF,,0.994,0.4980286165933925,1983,994,False
rsbW,,0.9975,0.49800856132514426,1994,999,False
sigK,,0.997,0.497999019186409,1991,998,False
vbhA,,0.999,0.49799598188319233,1992,999,False
higB3,,0.998,0.497994989995111,1992,997,False
trm112,,0.998,0.49799396170363913,1991,999,False
ctaG,,0.997,0.4979824045150678,1994,999,False
cysO,,0.982,0.4979783529863509,1958,987,False
cfp32,,0.969,0.4979616295437785,1936,967,False
fbaA,,0.998,0.4979576859957339,1992,998,False
mazG,,0.9935,0.49792902387689963,1993,998,False
msrA,,0.985,0.49792882958020573,1971,990,False
pdhA,,0.993,0.49791671717049285,1990,996,False
ribH,,0.995,0.4979164358868491,1993,998,False
metZ,,0.9945,0.4979096297433577,1990,998,False
rpmC,,0.9945,0.4979064491627305,1994,999,False
stf0,,0.999,0.4978993077584627,1993,999,False
relJ,,0.9975,0.4978946941835608,1987,997,False
sodC,,0.995,0.49787949707708984,1987,997,False
rplE,,0.994,0.4978764174875431,1991,998,False
ugpQ,,0.883,0.4978722717917949,1762,915,False
treY,,0.9885,0.4978693297999378,1978,994,False
thiE,,0.9375,0.497866191931318,1876,952,False
ugd,,0.997,0.4978262977568039,1990,998,False
vapC24,,0.9995,0.4978253253253253,1999,1000,False
def,,0.9935,0.4978025785233489,1990,994,False
purK,,0.943,0.49780015186883037,1886,961,False
rplB,,0.9925,0.4977788911155645,1988,998,False
vapB50,,0.965,0.49774263442763045,1926,938,False
istA,,0.8835,0.49773159694546576,1764,890,False
mddA,,0.9985,0.49771580625851986,1994,999,False
panD,,0.9975,0.49770272785348163,1994,999,False
clpP1,,0.9995,0.4976962851405623,1996,1000,False
rsrA,,0.9985,0.4976956856353842,1994,999,False
carD,,0.996,0.49769256823506164,1992,998,False
esxO,,0.4335,0.4976814606239385,867,339,False
aspS,,0.9465,0.4976727854898817,1893,959,False
rplQ,,0.9895,0.49766473496514835,1987,995,False
ift,,0.997,0.4976383838383839,1990,1000,False
lpqN,,0.9975,0.49763532376597697,1994,999,False
ppa,,0.996,0.4976275171861933,1996,999,False
argB,,0.9835,0.49761335162530185,1970,991,False
rpsS,,0.994,0.49760535963959934,1992,999,False
ilvB1,,0.9595,0.4976025869759143,1913,969,False
rpmF,,0.993,0.49759578309427255,1992,999,False
rpsJ,,0.995,0.49759388830475326,1991,997,False
rplK,,0.9945,0.49759215956399055,1993,999,False
purN,,0.9955,0.4975910594687287,1989,997,False
ephA,,0.984,0.4975301654809935,1961,994,False
proZ,,0.982,0.49752850780600016,1960,987,False
cysS,,0.9895,0.4975262627334465,1980,992,False
relF,,0.9995,0.49751464700023784,1992,998,False
parD,,0.995,0.4974874066080952,1986,997,False
rplU,,0.9925,0.4974869204365393,1987,996,False
kasB,,0.9935,0.49748541910021427,1981,994,False
valS,,0.9925,0.4974535656147943,1989,995,False
cuvA,,0.983,0.49743521726013995,1961,990,False
ftsZ,,0.991,0.49743395175466043,1991,997,False
ycaQ,,0.9445,0.4974018605487271,1887,955,False
glf,,0.9945,0.49740148913883125,1989,996,False
rpsM,,0.995,0.4973950803212851,1996,1000,False
drrA,,0.9965,0.4973934896330482,1990,997,False
csdA,,0.9845,0.4973918673918674,1965,990,False
vapB11,,0.997,0.49738712838151156,1992,998,False
pcaA,,0.9965,0.4973290338774453,1988,996,False
pE_PGRS44,,0.283,0.49730868543093154,564,241,False
esxR,,0.3765,0.49730314763748584,749,391,False
corA,,0.9955,0.4972966325819031,1988,997,False
tehA,,0.998,0.49726644722901103,1991,997,False
sRAP,,0.993,0.4972635236862879,1983,999,False
sixA,,0.95,0.4972473046873259,1895,964,False
vapB4,,0.9975,0.4972454950060763,1994,996,False
cas2,,0.6,0.49722121905220495,1199,497,False
rapZ,,0.996,0.4972112816333921,1994,999,False
manA,,0.987,0.4972097841170111,1972,993,False
ureB,,0.9965,0.4972055388722055,1995,999,False
ftsE,,0.995,0.4972014267788915,1993,999,False
espC,,0.9985,0.49719500899475866,1990,997,False
rplA,,0.9945,0.497192152917505,1994,1000,False
qcrB,,0.997,0.4971803628407882,1990,997,False
iscR,,0.989,0.49716623004401805,1974,992,False
vapB5,,0.9825,0.4971487325626252,1964,986,False
serS,,0.9935,0.4971393979919556,1987,997,False
argF,,0.923,0.49713197933853304,1848,944,False
rseA,,0.9965,0.4971148324004271,1989,997,False
tpiA,,0.994,0.4971140819534395,1995,999,False
vapC29,,0.9985,0.4971139645161712,1996,999,False
hadC,,0.9975,0.4971006182061459,1994,999,False
mbtL,,0.9995,0.4970977013230535,1993,999,False
tACO1,,0.998,0.49709630528662957,1992,998,False
dxr,,0.942,0.49709533203166567,1890,963,False
vapC45,,0.9665,0.49702865349842723,1929,971,False
darG,,0.999,0.4970261719005438,1994,999,False
phnB,,0.967,0.49701556388526724,1932,944,False
nei2,,0.983,0.4970150043087223,1964,983,False
pgm,,0.99,0.4969798333104225,1982,995,False
iniC,,0.9495,0.4969394477383624,1893,963,False
rplP,,0.994,0.49692996117970945,1992,999,False
sodA,,0.997,0.49691284910006406,1992,997,False
gltA2,,0.9955,0.49690903024236355,1989,999,False
lprP,,0.924,0.4969030579661145,1846,934,False
vapC47,,0.9995,0.49683572376140606,1992,998,False
lcp1,,0.9895,0.49681609494198153,1977,994,False
adk,,0.998,0.4968068667455392,1994,998,False
vapC30,,0.998,0.4967985117677682,1995,998,False
acpP,,0.9915,0.4967872562005197,1989,995,False
mtb12,,0.9965,0.4967699079144863,1986,996,False
treS,,0.997,0.496753537457055,1994,999,False
nucS,,0.996,0.4967166646383514,1986,996,False
cpfC,,0.989,0.49670079705953546,1975,996,False
pyrF,,0.8895,0.4966250126097045,1782,920,False
glyA2,,0.9925,0.4966088046724495,1981,995,False
tB22.2,,0.999,0.4966076629393212,1994,999,False
pgeF,,0.975,0.4965875333726074,1957,988,False
bfrA,,0.995,0.49658622331641394,1987,997,False
gpmA,,0.989,0.49658249292911893,1975,993,False
thyX,,0.972,0.4965191130215756,1941,983,False
truA,,0.994,0.49651608040201006,1995,1000,False
glpD1,,0.9565,0.4965035465679795,1906,970,False
infA,,0.995,0.4964959879638917,1997,1000,False
sigF,,0.9985,0.4964939839437832,1995,999,False
ecfT,,0.9545,0.49649299202777913,1908,963,False
mshB,,0.996,0.49649103235653547,1986,995,False
rpsC,,0.9025,0.49645710341586624,1809,936,False
cas6,,0.9985,0.4964404903315475,1990,996,False
ilvB2,,0.99,0.496439955526418,1973,991,False
vapC14,,0.9985,0.49641788607395887,1992,998,False
prrA,,0.9985,0.4964155922991264,1995,999,False
istB,,0.2655,0.4964146487209402,537,226,False
vapC4,,0.999,0.49640772316950854,1997,1000,False
esxT,,0.996,0.49638190954773875,1985,995,False
vapC32,,0.995,0.496377329710663,1986,999,False
jefA,,0.998,0.4963605456563203,1993,999,False
penP,,0.9985,0.49633184492339427,1993,999,False
udg4,,0.9345,0.49632369454877157,1864,951,False
mosR,,0.9995,0.49630717236351035,1993,999,False
ydbS,,0.98,0.49625754998384664,1956,983,False
coaE,,0.99,0.49622202375018565,1983,994,False
mesT,,0.9765,0.4962121331920658,1948,985,False
cobA,,0.6185,0.4962057855404377,1239,516,False
ahpC,,0.996,0.49619479057794,1996,999,False
lppO,,0.999,0.4961423735293082,1994,999,False
frr,,0.9935,0.4961255020080322,1996,1000,False
wag22,,0.1675,0.4961156111929308,334,140,False
panB,,0.9635,0.49610473540709243,1932,976,False
degV,,0.962,0.49608021224216636,1919,973,False
mazE,,0.6465,0.4960731437282462,1290,683,False
rbpA,,0.9995,0.49599702930533773,1991,998,False
thrB,,0.941,0.4959507255886279,1887,956,False
arc,,0.997,0.49591852257514907,1986,996,False
hisH,,0.995,0.49589832932196054,1993,998,False
purH,,0.957,0.4958877071642959,1918,970,False
ubiC,,0.9935,0.49587289718868666,1987,999,False
ygfZ,,0.947,0.4958622322062587,1893,961,False
yhaK,,0.9935,0.49585363587145365,1990,996,False
esxH,,0.9985,0.4958210980366066,1992,999,False
rimP,,0.993,0.4958207704686578,1993,999,False
menA,,0.962,0.4958192549274421,1922,972,False
comEC,,0.9145,0.4958093091140302,1823,932,False
sigC,,0.9885,0.49579262007833436,1970,990,False
rsmD,,0.9455,0.495759095214218,1895,965,False
argD,,0.9065,0.49571247810005836,1814,934,False
yfcH,,0.9865,0.495672648330967,1969,992,False
echA14,,0.9465,0.49564031719832075,1889,961,False
mtnP,,0.965,0.49563179673164975,1928,973,False
echA6,,0.903,0.49561587896310283,1804,892,False
bfrB,,0.999,0.49559270180017967,1993,997,False
leuD,,0.994,0.49558767118712344,1988,997,False
cydD,,0.9545,0.49558353692914864,1908,969,False
rplI,,0.994,0.4955368112369236,1993,996,False
kmtR,,0.9985,0.4955213150822331,1989,998,False
rpoZ,,0.992,0.49550108281078287,1990,998,False
vapC7,,0.9745,0.4954890923519827,1947,984,False
hisF,,0.99,0.49548294495103007,1983,996,False
mbtK,,0.999,0.4954577162373035,1992,998,False
asd,,0.949,0.49539303451673466,1899,967,False
gap,,0.9925,0.49538849563242904,1990,996,False
drrC,,0.998,0.4953766364551863,1993,1000,False
espE,,0.9055,0.4953735699791195,1807,888,False
espG5,,0.998,0.4953088642184097,1991,997,False
ldtMt3,,0.9985,0.49529541981347003,1992,998,False
znuB,,0.9835,0.49525354720080716,1959,988,False
lprN,,0.999,0.4952417422962743,1991,998,False
sbcC,,0.91,0.4951051517427264,1815,933,False
metXA,,0.9205,0.4950907150480256,1832,937,False
pPE50,,0.3015,0.4950656967236226,602,257,False
ydcJ,,0.9825,0.4950572625365183,1964,991,False
ttfA,,0.8965,0.4950232037726781,1789,928,False
vapB26,,0.977,0.4950084424914264,1953,983,False
parE1,,0.9995,0.49499197690152463,1994,999,False
gcvP,,0.991,0.49498397630927754,1986,996,False
rpsB,,0.9755,0.4949417881767832,1955,983,False
glbN,,0.9995,0.4949022066198596,1997,1000,False
tatA,,0.9915,0.49488765194696777,1987,998,False
lprI,,0.995,0.4948851425184373,1992,998,False
cofC,,0.9295,0.49484895953528163,1853,947,False
cyp130,,0.974,0.49481762885723973,1943,983,False
smpB,,0.994,0.49481560915210565,1995,998,False
miaE,,0.999,0.49478341708542717,1995,1000,False
appC,,0.996,0.4947710759561505,1989,998,False
trmA,,0.987,0.4947114487703165,1970,989,False
phaC,,0.98,0.4946787837219936,1962,990,False
cobH,,0.9235,0.4946460762979341,1852,947,False
cyp140,,0.979,0.4946450774273765,1955,983,False
mntH,,0.992,0.49458140518371796,1986,993,False
xseB,,0.995,0.49450869448281026,1989,998,False
etfB,,0.9965,0.49450257298516637,1993,998,False
menJ,,0.953,0.4944745436104358,1904,967,False
cysQ,,0.986,0.4944707008927192,1971,990,False
fabH,,0.9865,0.4944547990520391,1972,984,False
mscL,,0.995,0.49444603973209944,1989,997,False
speE,,0.9475,0.4944425815393558,1892,962,False
pyk,,0.9915,0.49443083947916017,1989,998,False
accA3,,0.995,0.4944245951417004,1988,1000,False
purS,,0.988,0.4943841949370008,1980,993,False
fadA5,,0.9625,0.49435859780452096,1922,974,False
secF,,0.919,0.49418746644800104,1842,947,False
argG,,0.9735,0.49418080480894966,1950,983,False
lipX,,0.998,0.49417787187277784,1990,998,False
cysT,,0.997,0.494148417681284,1991,998,False
tsaE,,0.994,0.4941096875770242,1994,999,False
dnaB,,0.9625,0.49410867697594507,1930,970,False
dosT,,0.5985,0.4940330326676979,1195,489,False
sigA,,0.965,0.4939932465774974,1927,978,False
kshA,,0.999,0.49388793969849243,1995,1000,False
hemW,,0.977,0.4937724921277553,1960,988,False
lipG,,0.984,0.4937688174880898,1966,993,False
vapC2,,0.999,0.4937163058511389,1992,998,False
vapC19,,0.9985,0.493712777668012,1992,998,False
ilvE,,0.9855,0.4936500484926023,1969,989,False
hemC,,0.9715,0.4935160463079245,1947,985,False
lipV,,0.991,0.49350222244010844,1979,992,False
crgA,,0.9985,0.4933968173404793,1993,999,False
espD,,0.999,0.4933537770404858,1991,998,False
dmpA,,0.9415,0.4932501817520902,1877,960,False
qcrA,,0.9995,0.4932332000684786,1993,998,False
pstB2,,0.988,0.49319521889448226,1974,986,False
mntR,,0.933,0.4931754341017101,1863,966,False
ctaE,,0.998,0.49317238774009514,1990,996,False
paaX,,0.9885,0.49311484369083264,1977,994,False
clpX,,0.994,0.49311287275481064,1993,997,False
atpA,,0.995,0.49305360721442887,1998,1000,False
lmeA,,0.995,0.49303457510449933,1982,995,False
pxpC,,0.9945,0.49300733981352896,1988,994,False
choD,,0.989,0.4929893695014662,1971,992,False
chsH3,,0.9965,0.49282587352123597,1990,998,False
pgk,,0.982,0.4927414690572586,1968,988,False
secE2,,0.978,0.4927369404551944,1952,980,False
pdxS,,0.9975,0.49270474740805337,1992,997,False
nrdB,,0.8885,0.4926137233540465,1778,887,False
erm(37),,0.987,0.49228259389046425,1969,996,False
desA2,,0.9985,0.4920297079556899,1993,1000,False
rbfA,,0.9745,0.4919629713272442,1956,984,False
furA,,0.994,0.4919273461150353,1984,993,False
hisI,,0.9955,0.4918478808724088,1992,998,False
wbbL2,,0.912,0.491594937441029,1822,903,False
shy1,,0.9975,0.4915497842326001,1989,996,False
ppro0129,,0.9775,0.49147307330511325,1952,984,False
vapB22,,0.9985,0.49132745669031264,1990,997,False
mraZ,,0.9955,0.4912991462287237,1993,999,False
rpsG,,0.9955,0.4910977734363199,1993,998,False
nadA,,0.9925,0.49090329338114946,1991,997,False
echA19,,0.9095,0.490834357331483,1816,899,False
dinB1,,0.9795,0.4907719417727231,1957,989,False
pasT,,0.9985,0.49058717434869736,1998,1000,False
mtnN,,0.5315,0.4905137368282016,1062,628,False
mpt64,,0.9905,0.49043497235961603,1976,994,False
phoH,,0.993,0.49035155738612907,1993,998,False
vapC5,,0.9775,0.4902866488964887,1954,988,False
cyp141,,0.991,0.49024867969030406,1975,990,False
pabB,,0.903,0.49001509005036553,1808,932,False
pnbA,,0.9785,0.4899329035018541,1953,977,False
mmaA4,,0.997,0.4891602822580645,1992,1000,False
galU,,0.992,0.4888668470457863,1989,996,False
pyrR,,0.968,0.48871163544379614,1934,979,False
fas,,0.8875,0.4884449324117057,1770,914,False
csm5,,0.6015,0.48843569644241547,1199,494,False
aceE,,0.99,0.4884276582355798,1974,993,False
merT,,0.991,0.4877786302594876,1984,995,False
pPE40,,0.749,0.4874501329787234,1496,752,False
chaA,,0.9985,0.4857972837022133,1994,1000,False
nuoD,,0.9975,0.48547993981945836,1997,1000,False
darT,,0.9975,0.48453326612903225,1992,1000,False
menB,,0.997,0.48425661842747264,1994,999,False
pE35,,0.997,0.4829082361877519,1990,999,False
chlD,,0.108,0.48241071428571425,220,80,False
ftsI,,0.9875,0.47840498377262,1976,992,False
nadE,,0.984,0.47370957455562873,1972,992,False
bssS,,0.1445,0.47343023255813954,286,86,False
esxW,,0.3925,0.4718225748881141,785,301,False
pPE13,,0.316,0.47124530192934094,632,307,False
nagC,,0.122,0.4601474719101124,249,89,False
